"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","errors"
"127","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2010-04-24-0147","seattle-seahawks","kevin-vickerson-lendale-white-2010-4th-round-pic-tennessee-titans-2010","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","Kevin Vickerson, LenDale White, 2010 4th round pick (111th overall, Walter Thurmond) and 2010 6th round pick (185th overall, Anthony McCoy)","2010 4th round pick (111th overall, Walter Thurmond) || 2010 6th round pick (185th overall, Anthony McCoy)","","2","1","",""
"128","manual","CND_manual_asset_has_risk_flags","ATL-2011-0259","cleveland-browns","2011-1st-round-pick-6th-overall-cleveland-browns-2011","5","pick","asset risks: explanatory_or_contingent","2011 1st round pick (26th overall subsequently traded, Jonathan Baldwin), 2011 2nd round pick (59th overall, Greg Little), 2011 4th round pick (118th overall subsequently traded, Jalil Brown), 2011 4th round pick (124th overall, Owen Marecic) and 2012 1st round pick (22nd overall, Brandon Weeden)","2011 1st round pick (26th overall subsequently traded, Jonathan Baldwin) || 2011 2nd round pick (59th overall, Greg Little) || 2011 4th round pick (118th overall subsequently traded, Jalil Brown) || 2011 4th round pick (124th overall, Owen Marecic) || 2012 1st round pick (22nd overall, Brandon Weeden)","2011 1st round pick (26th overall subsequently traded, Jonathan Baldwin) => [0] 2011 1st round pick (26th overall subsequently traded, Jonathan Baldwin) || 2011 2nd round pick (59th overall, Greg Little) => [1] 2011 2nd round pick (59th overall, Greg Little) || 2011 4th round pick (118th overall subsequently traded, Jalil Brown) => [2] 2011 4th round pick (118th overall subsequently traded, Jalil Brown) || 2011 4th round pick (124th overall, Owen Marecic) => [3] 2011 4th round pick (124th overall, Owen Marecic) || 2012 1st round pick (22nd overall, Brandon Weeden) => [4] 2012 1st round pick (22nd overall, Brandon Weeden)","0","-1","",""
"129","manual","CND_manual_asset_has_risk_flags","DEN-2011-04-29-0319","denver-broncos","2011-2nd-round-pick-45th-overall-rahim-moore-2011-4th-round-pick-108th-overall-quinton-car","0","pick","asset risks: explanatory_or_contingent","2011 2nd round pick (45th overall, Rahim Moore), 2011 4th round pick (108th overall, Quinton Carter) and 2011 5th round pick (141st overall subsequently traded, D.J. Williams)","2011 2nd round pick (45th overall, Rahim Moore) || 2011 4th round pick (108th overall, Quinton Carter) || 2011 5th round pick (141st overall subsequently traded, D.J. Williams)","","3","2","",""
"130","manual","CND_manual_has_obvious_delimiter_use_other_lane","MIA-2011-0242","washington-commanders","2011-2nd-round-pick-62nd-overall-redskins-2011","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2011 3rd round pick (79th overall, Leonard Hankerson), 2011 5th round pick (146th overall, DeJon Gomes) and 2011 7th round pick (217th overall, Maurice Hurt)","2011 3rd round pick (79th overall, Leonard Hankerson) || 2011 5th round pick (146th overall, DeJon Gomes) || 2011 7th round pick (217th overall, Maurice Hurt)","","3","2","",""
"131","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2011-04-29-0156","seattle-seahawks","2011-3rd-round-pick-75th-overall-john-moffitt-detroit-lions-2011","4","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2011 3rd round pick (75th overall, John Moffitt), 2011 4th round pick (107th overall, Kris Durham), 2011 5th round pick (154th overall, Richard Sherman) and 2011 7th round pick (205th overall, Pep Levingston)","2011 3rd round pick (75th overall, John Moffitt) || 2011 4th round pick (107th overall, Kris Durham) || 2011 5th round pick (154th overall, Richard Sherman) || 2011 7th round pick (205th overall, Pep Levingston)","2011 3rd round pick (75th overall, John Moffitt) => [0] 2011 3rd round pick (75th overall, John Moffitt) || 2011 4th round pick (107th overall, Kris Durham) => [1] 2011 4th round pick (107th overall, Kris Durham) || 2011 5th round pick (154th overall, Richard Sherman) => [2] 2011 5th round pick (154th overall, Richard Sherman) || 2011 7th round pick (205th overall, Pep Levingston) => [3] 2011 7th round pick (205th overall, Pep Levingston)","0","-1","",""
"132","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2011-04-29-0156","detroit-lions","2011-3rd-round-pick-75th-overall-john-moffitt-detroit-lions-2011","3","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2011 2nd round pick (57th overall, Mikel Leshoure), 2011 5th round pick (157th overall, Doug Hogue) and 2011 7th round pick (209th overall, Johnny Culbreath)","2011 2nd round pick (57th overall, Mikel Leshoure) || 2011 5th round pick (157th overall, Doug Hogue) || 2011 7th round pick (209th overall, Johnny Culbreath)","2011 2nd round pick (57th overall, Mikel Leshoure) => [0] 2011 2nd round pick (57th overall, Mikel Leshoure) || 2011 5th round pick (157th overall, Doug Hogue) => [1] 2011 5th round pick (157th overall, Doug Hogue) || 2011 7th round pick (209th overall, Johnny Culbreath) => [2] 2011 7th round pick (209th overall, Johnny Culbreath)","0","-1","",""
"133","manual","CND_manual_has_obvious_delimiter_use_other_lane","WAS-2011-0414","houston-texans","2011-4th-round-pick-105th-overall-roy-helu-and-2011-6th-round-pick-178th-overall-aldrick-r","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2011 4th round pick (127th overall, Roc Carmichael), 2011 5th round pick (144th overall, Shiloh Keo) and 2011 5th round pick (152nd overall, T.J. Yates)","2011 4th round pick (127th overall, Roc Carmichael) || 2011 5th round pick (144th overall, Shiloh Keo) || 2011 5th round pick (152nd overall, T.J. Yates)","","3","2","",""
"134","manual","CND_manual_asset_has_risk_flags","RAM-2012-0465","los-angeles-rams","2012-1st-round-pick-6th-overall-subsequently-traded-morris-claiborne-2012-2nd-ro","0","pick","asset risks: explanatory_or_contingent","2012 1st round pick (6th overall subsequently traded, Morris Claiborne), 2012 2nd round pick (39th overall, Jackrabbit Jenkins), 2013 1st round pick (22nd overall subsequently traded, Desmond Trufant) and 2014 1st round pick (2nd overall, Greg Robinson)","2012 1st round pick (6th overall subsequently traded, Morris Claiborne) || 2012 2nd round pick (39th overall, Jackrabbit Jenkins) || 2013 1st round pick (22nd overall subsequently traded, Desmond Trufant) || 2014 1st round pick (2nd overall, Greg Robinson)","","4","3","",""
"135","manual","CND_manual_asset_has_risk_flags","MIN-2012-04-26-0237","minnesota-vikings","draft-pick-trade-cleveland-browns-2012","0","pick","asset risks: explanatory_or_contingent","2012 1st round pick (4th overall, Matt Kalil), 2012 4th round pick (118th overall, Jarius Wright), 2012 5th round pick (139th overall, Robert Blanton) and 2012 7th round pick (211th overall subsequently traded, Scott Solomon)","2012 1st round pick (4th overall, Matt Kalil) || 2012 4th round pick (118th overall, Jarius Wright) || 2012 5th round pick (139th overall, Robert Blanton) || 2012 7th round pick (211th overall subsequently traded, Scott Solomon)","","4","3","",""
"136","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2012-04-26-0159","seattle-seahawks","2012-1st-round-pick-15th-overall-bruce-irvin-2-philadelphia-eagles-2012","3","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2012 1st round pick (15th overall, Bruce Irvin), 2012 4th round pick (114th overall, Jaye Howard) and 2012 6th round pick (172nd overall, Jeremy Lane)","2012 1st round pick (15th overall, Bruce Irvin) || 2012 4th round pick (114th overall, Jaye Howard) || 2012 6th round pick (172nd overall, Jeremy Lane)","2012 1st round pick (15th overall, Bruce Irvin) => [0] 2012 1st round pick (15th overall, Bruce Irvin) || 2012 4th round pick (114th overall, Jaye Howard) => [1] 2012 4th round pick (114th overall, Jaye Howard) || 2012 6th round pick (172nd overall, Jeremy Lane) => [2] 2012 6th round pick (172nd overall, Jeremy Lane)","0","-1","",""
"137","manual","CND_manual_has_obvious_delimiter_use_other_lane","SEA-2012-04-27-0160","seattle-seahawks","2012-2nd-round-pick-47th-overall-bobby-wagner-new-york-jets-2012","3","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2012 2nd round pick (47th overall, Bobby Wagner), 2012 5th round pick (154th overall, Korey Toomer) and 2012 7th round pick (232nd overall, Greg Scruggs)","2012 2nd round pick (47th overall, Bobby Wagner) || 2012 5th round pick (154th overall, Korey Toomer) || 2012 7th round pick (232nd overall, Greg Scruggs)","2012 2nd round pick (47th overall, Bobby Wagner) => [0] 2012 2nd round pick (47th overall, Bobby Wagner) || 2012 5th round pick (154th overall, Korey Toomer) => [1] 2012 5th round pick (154th overall, Korey Toomer) || 2012 7th round pick (232nd overall, Greg Scruggs) => [2] 2012 7th round pick (232nd overall, Greg Scruggs)","0","-1","",""
"138","manual","CND_manual_has_obvious_delimiter_use_other_lane","GB-2012-0409","new-england-patriots","2012-5th-round-pick-163rd-overall-terrell-manning-new-england-patriots-2012","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2012 6th round pick (197th overall, Nate Ebner), 2012 7th round pick (224th overall, Alfonzo Dennard) and 2012 7th round pick (235th overall, Jeremy Ebert)","2012 6th round pick (197th overall, Nate Ebner) || 2012 7th round pick (224th overall, Alfonzo Dennard) || 2012 7th round pick (235th overall, Jeremy Ebert)","","3","2","",""
"139","manual","CND_manual_asset_has_risk_flags","MIA-2012-0247","san-francisco-49ers","2012-4th-round-pick-97th-overall-49ers-2012","0","pick","asset risks: explanatory_or_contingent","2012 4th round pick (103rd overall subsequently traded, Frank Alexander), 2012 6th round pick (196th overall subsequently traded, Jonte Green) and 2013 6th round pick (180th overall, Nick Moody)","2012 4th round pick (103rd overall subsequently traded, Frank Alexander) || 2012 6th round pick (196th overall subsequently traded, Jonte Green) || 2013 6th round pick (180th overall, Nick Moody)","","3","2","",""
"140","manual","CND_manual_asset_has_risk_flags","MIN-2012-0233","tennessee-titans","2013-6th-round-pick-176th-overall-subsequently-traded-david-quessenberry-tenness","0","pick","asset risks: explanatory_or_contingent","2012 5th round pick (163rd overall subsequently traded, Terrell Manning), 2012 7th round pick (211th overall, Scott Solomon) and 2012 7th round pick (224th overall subsequently traded, Alfonzo Dennard)","2012 5th round pick (163rd overall subsequently traded, Terrell Manning) || 2012 7th round pick (211th overall, Scott Solomon) || 2012 7th round pick (224th overall subsequently traded, Alfonzo Dennard)","","3","2","",""
"141","manual","CND_manual_has_obvious_delimiter_use_other_lane","MIN-2013-0235","minnesota-vikings","2013-1st-round-pick-25th-overall-xavier-rhodes-2013-7th-round-pick-214th-overall","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2013 1st round pick (25th overall, Xavier Rhodes), 2013 7th round pick (214th overall, Travis Bond) and 2014 3rd round pick (96th overall, Jerick McKinnon)","2013 1st round pick (25th overall, Xavier Rhodes) || 2013 7th round pick (214th overall, Travis Bond) || 2014 3rd round pick (96th overall, Jerick McKinnon)","2013 1st round pick (25th overall, Xavier Rhodes) => [1] 2013 1st round pick (25th overall, Xavier Rhodes) || 2013 7th round pick (214th overall, Travis Bond) => [2] 2013 7th round pick (214th overall, Travis Bond) || 2014 3rd round pick (96th overall, Jerick McKinnon) => [3] 2014 3rd round pick (96th overall, Jerick McKinnon)","0","-1","",""
"142","manual","CND_manual_has_obvious_delimiter_use_other_lane","BUF-2013-0281","buffalo-bills","2013-1st-round-pick-16th-overall-ej-manuel-2013-2nd-round-pick-46th-overall-kiko","0","pick","asset has obvious delimiter between pick starts; should stay out of no-delimiter lane","2013 1st round pick (16th overall, EJ Manuel), 2013 2nd round pick (46th overall, Kiko Alonso), 2013 3rd round pick (78th overall, Marquise Goodwin) and 2013 7th round pick (222nd overall, Chris Gragg)","2013 1st round pick (16th overall, EJ Manuel) || 2013 2nd round pick (46th overall, Kiko Alonso) || 2013 3rd round pick (78th overall, Marquise Goodwin) || 2013 7th round pick (222nd overall, Chris Gragg)","","4","3","",""
"143","manual","CND_manual_asset_has_risk_flags","MIN-2013-0236","new-england-patriots","2013-1st-round-pick-29th-overall-cordarrelle-patterson-new-england-patriots-2013","0","pick","asset risks: explanatory_or_contingent","2013 2nd round pick (52nd overall, Jamie Collins), 2013 3rd round pick (83rd overall, Logan Ryan), 2013 4th round pick (102nd overall, Josh Boyce) and 2013 7th round pick (229th overall subsequently traded, Everett Dawkins)","2013 2nd round pick (52nd overall, Jamie Collins) || 2013 3rd round pick (83rd overall, Logan Ryan) || 2013 4th round pick (102nd overall, Josh Boyce) || 2013 7th round pick (229th overall subsequently traded, Everett Dawkins)","","4","3","",""
"144","manual","CND_manual_asset_has_risk_flags","MIA-2013-0251","cleveland-browns","2013-4th-round-pick-104th-overall-browns-2013","0","pick","asset risks: explanatory_or_contingent","Davone Bess, 2013 4th round pick (111th overall subsequently traded, Shamarko Thomas) and 2013 7th round pick (217th overall, Armonty Bryant)","2013 4th round pick (111th overall subsequently traded, Shamarko Thomas) || 2013 7th round pick (217th overall, Armonty Bryant)","","2","1","",""
"145","manual","CND_manual_asset_has_risk_flags","MIA-2013-0253","green-bay-packers","2013-3rd-round-pick-93rd-overall-packers-2013","0","pick","asset risks: explanatory_or_contingent","2013 4th round pick (109th overall, David Bakhtiari), 2013 5th round pick (146th overall subsequently traded, Quanterus Smith) and 2013 7th round pick (224th overall, Kevin Dorsey)","2013 4th round pick (109th overall, David Bakhtiari) || 2013 5th round pick (146th overall subsequently traded, Quanterus Smith) || 2013 7th round pick (224th overall, Kevin Dorsey)","","3","2","",""
"146","manual","CND_manual_asset_has_risk_flags","SEA-2013-04-26-0166","seattle-seahawks","2013-2nd-round-pick-62nd-overall-christine-micha-baltimore-ravens-2013","0","pick","asset risks: explanatory_or_contingent","2013 2nd round pick (62nd overall, Christine Michael), 2013 5th round pick (165th overall subsequently traded, Sam Martin) and 2013 6th round pick (199th overall subsequently traded, Theo Riddick)","2013 2nd round pick (62nd overall, Christine Michael) || 2013 5th round pick (165th overall subsequently traded, Sam Martin) || 2013 6th round pick (199th overall subsequently traded, Theo Riddick)","","3","2","",""
